Homo sapiens,Caenorhabditis elegans,Relations,ID
342035,CAEEL02940,1:m,
23312,181558,n:1,
29767,172275,n:1,
29766,172275,n:1,
10681,172483,01:01,596574
55930,CAEEL15091,n:1,
HUMAN09508,CAEEL15091,n:1,
51187,172815,01:01,950358
5873,173223,n:1,565011
HUMAN09524,13184808,01:01,714290
4734,171719,01:01,574599
84952,176683,01:01,
366,174467,n:m,
366,180589,n:m,881040
366,180744,n:m,
102,172689,01:01,752448
79811,185193,n:1,
9133,171993,1:m,
9133,177965,1:m,
9133,177994,1:m,
4643,172698,n:1,594205
9245,172446,n:m,
9245,172447,n:m,
9245,173108,n:m,
9245,173109,n:m,
9245,173114,n:m,
9245,174679,n:m,
2958,176682,01:01,936270
54832,172705,n:1,706935
83660,171736,n:1,
7168,173319,n:1,
114294,189927,01:01,
HUMAN09594,178538,n:1,
83464,172747,n:1,
9960,190579,01:01,
6642,180468,n:1,949752
5479,173374,01:01,594096
HUMAN09626,172891,n:1,
10845,171817,1:m,
10845,172511,1:m,
54878,172409,n:1,
8766,171601,n:1,564954
HUMAN09667,173064,n:1,
5604,171872,n:1,594112
6124,172074,01:01,960244
8125,173372,n:m,
8125,CAEEL13946,n:m,
26035,175562,01:01,914059
6176,171766,01:01,
4649,171650,n:1,
123228,3565434,01:01,
5315,172744,n:m,950593
5315,177984,n:m,
3073,180533,n:1,
25820,172282,1:m,
25820,172283,1:m,
25820,172284,1:m,538362
25820,178437,1:m,
585,3565681,01:01,594467
83440,173393,01:01,827290
4756,172233,n:1,
9399,CAEEL10857,01:01,948134
8482,183905,01:01,
1445,266817,01:01,600447
10066,171756,n:1,576158
4351,176388,01:01,
60490,179829,01:01,946874
25942,172628,n:1,594352
10073,173383,01:01,
55272,172420,01:01,960780
257364,178361,n:1,
1464,CAEEL01083,01:01,
92912,172941,n:1,
2108,172535,01:01,745480
5955,184174,01:01,
10363,173124,01:01,599264
10518,172774,n:1,594734
3419,172655,01:01,936828
55466,173341,n:1,
5685,172139,01:01,530166
HUMAN09899,176702,n:1,
1512,181087,n:1,
23423,172372,n:1,
10588,190922,01:01,
54469,172441,n:1,
2184,180918,01:01,924569
58489,172585,n:1,
23184,173908,01:01,861483
79631,172838,01:01,
HUMAN09946,172313,01:01,936000
53339,178116,n:1,
6457,172078,n:1,
23478,171876,n:1,842074
9154,CAEEL13597,n:m,939478
9154,178770,n:m,
26589,190311,01:01,
5428,174860,01:01,925532
51458,179606,n:1,
HUMAN10035,171691,n:1,
3418,181311,01:01,936833
390637,178982,01:01,
8826,173294,n:1,
5045,173051,01:01,
4122,179632,n:1,
374659,191461,01:01,
55898,175206,n:1,
9055,171683,01:01,
26276,174095,01:01,802059
28232,181145,01:01,
1106,172432,n:1,595157
56963,190602,n:1,
55784,172382,n:1,
7026,192082,n:1,579090
91947,187635,1:m,
91947,190071,1:m,712285
3480,175410,n:1,
HUMAN10092,187440,n:1,925026
170691,181022,n:m,
170691,181412,n:m,
204219,177660,n:m,
204219,180743,n:m,
22856,172851,n:1,
6627,173767,01:01,593747
123283,174790,n:1,940940
51728,176950,01:01,953236
8131,185331,01:01,
55692,174246,n:1,
398,180721,n:1,956988
10573,173400,01:01,952516
84326,3564786,01:01,957552
89941,177238,n:1,
10273,172303,01:01,842992
HUMAN10194,175673,01:01,817567
64428,175702,n:1,728687
6755,187897,n:1,
8912,181045,n:1,
7329,3565767,01:01,593675
8938,180562,n:1,819564
HUMAN10247,179655,01:01,923326
9894,176065,01:01,
9742,179666,01:01,
23162,176349,n:1,862155
3029,174839,01:01,727912
81889,176109,01:01,924568
64711,3564879,n:1,
6187,177583,01:01,958941
10607,190203,01:01,593707
2671,171611,01:01,
9143,180995,n:1,
HUMAN10297,187770,01:01,
25837,180696,01:01,
64223,182509,01:01,
283871,176232,n:m,
283871,178963,n:m,
283871,178964,n:m,
283871,178965,n:m,
10921,175244,01:01,595873
21,178559,01:01,
57465,CAEEL18807,01:01,
527,176383,1:m,
527,187779,1:m,879235
527,187779,1:m,
51005,176272,01:01,954244
5170,180475,01:01,
54442,180473,n:1,
HUMAN10341,176605,01:01,
84891,180848,01:01,
79903,3565178,01:01,
23059,177107,01:01,832231
10131,176019,01:01,917684
115,175622,01:01,597369
HUMAN10414,176769,01:01,
100529144,176784,01:01,761343
9093,176211,01:01,593530
79641,176058,01:01,
9717,176302,n:1,
56052,175920,01:01,960098
196483,176269,n:1,
HUMAN10479,177897,01:01,918225
5373,178364,n:1,850673
HUMAN10486,3564964,01:01,
7874,179538,01:01,
4682,172868,01:01,920717
780776,183205,n:1,
23274,175721,01:01,724525
2935,179537,n:1,
2072,174793,01:01,902943
HUMAN10551,3565008,n:1,
HUMAN10555,181232,01:01,950014
54700,175517,01:01,
4629,180581,n:1,
4363,180408,1:m,594851
4363,180409,1:m,
408050,3565008,n:1,
283820,3565008,n:1,731026
6210,175338,01:01,959287
10229,175729,01:01,
728276,177344,01:01,
51573,175713,1:m,
51573,177509,1:m,
116285,178751,01:01,
55623,178732,01:01,943021
51108,188034,01:01,818095
7385,175248,1:m,
7385,181374,1:m,
7385,181611,1:m,
HUMAN10684,189371,n:m,
HUMAN10684,191049,n:m,594861
HUMAN10684,260026,n:m,
29904,175871,01:01,
55718,189252,01:01,
9956,3564879,n:1,
84516,171856,01:01,842307
5347,171838,1:m,
5347,CAEEL08218,1:m,594266
HUMAN10721,174305,n:1,
63928,186617,n:m,
63928,179415,n:m,
5579,CAEEL19537,n:1,
51451,175561,01:01,878995
343,183221,01:01,
388228,180660,01:01,
728689,172858,n:1,
1201,172171,n:m,
1201,179249,n:m,
1201,179559,n:m,
HUMAN10768,172171,n:m,
HUMAN10768,179249,n:m,
HUMAN10768,179559,n:m,
8663,172858,n:1,860848
11273,CAEEL08787,01:01,597213
7284,175398,01:01,593532
487,176512,n:1,
HUMAN10801,CAEEL09133,n:m,
HUMAN10801,178256,n:m,
HUMAN10801,179662,n:m,
HUMAN10801,184219,n:m,
HUMAN10829,186874,1:m,
HUMAN10829,177118,1:m,
10423,174902,01:01,889876
9344,175862,n:1,595571
226,175827,n:m,
226,176788,n:m,822066
5531,176657,01:01,915378
11151,176440,n:1,
10421,176561,01:01,950404
197407,172435,01:01,
22928,189912,n:1,915630
HUMAN10905,CAEEL06637,n:1,
9810,176180,n:1,
9739,173738,01:01,
112755,176743,n:1,
9726,171670,01:01,
HUMAN10942,174175,n:1,
55737,174000,01:01,588781
84706,172252,n:1,871688
10294,3565862,01:01,593825
81831,173336,01:01,928648
81533,176253,01:01,
5257,177092,01:01,892616
94160,181587,n:1,
83752,176643,01:01,941713
255919,172625,01:01,
29117,172461,01:01,902845
5934,172249,n:1,
64400,180223,01:01,
23322,174654,n:1,910733
6530,176304,01:01,
221223,178910,1:m,
221223,180973,1:m,
2775,172505,01:01,950674
267,CAEEL01909,01:01,915820
11051,172657,01:01,892258
55239,173947,01:01,945049
583,259580,01:01,932538
9709,172916,n:1,
80011,172880,01:01,
89970,172764,01:01,904785
5432,172680,01:01,950984
29105,353416,01:01,
65009,173217,n:1,
23019,175971,01:01,
2806,180897,01:01,885543
1783,178260,n:1,
8883,266650,01:01,932070
766,180972,01:01,
57546,172035,n:1,
51647,185814,01:01,769583
23491,178633,1:m,
23491,179020,1:m,
23491,180715,1:m,
80262,172609,01:01,557424
HUMAN11218,172890,n:1,
29100,172649,01:01,910085
29109,172133,n:1,
51673,171948,n:1,
HUMAN11239,172134,01:01,958404
50855,173137,n:1,
10204,172648,01:01,957466
5681,171688,n:1,
6560,177370,n:1,
54920,173331,01:01,950828
23659,172457,01:01,
54496,172727,01:01,866390
6645,266844,n:1,
27183,189590,n:1,
84342,176841,01:01,
51388,172028,01:01,960835
80777,172393,n:1,
28987,171874,01:01,869727
55066,172922,01:01,942597
16,171985,01:01,860544
25839,173518,01:01,588394
23450,172406,01:01,920108
55697,172589,01:01,842958
6898,181574,01:01,871698
164,173304,01:01,
1723,172392,01:01,865840
9785,176409,01:01,938765
5713,172009,01:01,949259
2734,174342,01:01,951411
79152,172882,01:01,923246
197257,179506,01:01,940824
HUMAN11425,188913,01:01,558334
3735,174159,01:01,913140
HUMAN11438,178167,n:1,597396
22879,177318,n:1,
170692,181022,n:m,
170692,181412,n:m,600039
283927,190780,01:01,840733
51741,174183,1:m,
51741,175108,1:m,
51741,CAEEL06450,1:m,
51741,183970,1:m,
83657,188872,01:01,
2653,172486,1:m,939195
2653,183902,1:m,
53630,173733,n:m,
53630,189959,n:m,
93517,189371,n:m,
93517,191049,n:m,
93517,260026,n:m,
23417,175597,01:01,891969
HUMAN11493,177185,n:1,
83693,175895,n:m,
83693,184934,n:m,
83693,182292,n:m,
83693,182291,n:m,
83693,184337,n:m,
9914,173176,n:1,
55625,172257,n:1,
51659,185146,01:01,937529
10328,172938,n:1,807438
1327,173237,n:1,909987
81631,177989,n:1,
4597,175078,01:01,935382
9780,182492,n:1,
353,172232,01:01,953744
51693,3896754,01:01,
6687,177021,01:01,596068
6137,171949,01:01,915920
22980,172669,01:01,
2622,183553,01:01,
55275,176377,01:01,901669
51031,175530,01:01,754480
29928,174722,01:01,768970
1398,176968,n:1,595983
51763,183643,01:01,
5306,190268,n:1,
10594,176153,01:01,866910
727910,185643,n:1,
6117,174238,01:01,
HUMAN11730,175475,01:01,941820
124641,178194,01:01,793718
63826,187970,01:01,959724
55720,173812,01:01,724767
9905,176454,n:1,599076
5048,176758,01:01,593728
23277,176341,01:01,896743
HUMAN11760,177506,n:m,
HUMAN11760,CAEEL15456,n:m,
HUMAN11760,188364,n:m,
23729,CAEEL09298,01:01,
30851,175685,01:01,862186
83460,177550,01:01,775951
84254,182278,01:01,
489,176512,n:1,
124936,175557,01:01,915958
51479,173180,01:01,
7326,176363,01:01,593937
201305,CAEEL09133,n:m,
201305,178256,n:m,595892
201305,179662,n:m,
201305,184219,n:m,
124976,CAEEL09133,n:m,
124976,178256,n:m,
124976,179662,n:m,
124976,184219,n:m,594633
409,180446,n:1,
284013,188008,1:m,912912
284013,185033,1:m,
284013,190258,1:m,
284013,180346,1:m,
5694,CAEEL09625,n:1,953669
50488,181248,n:1,
2811,181554,01:01,
8402,173414,01:01,769033
2027,174423,n:1,
23125,173786,01:01,
55065,3896860,n:m,
55065,178842,n:m,
708,175441,01:01,
56919,172199,01:01,
51009,176018,01:01,589094
23746,174092,n:1,862133
83394,175459,n:1,
84817,175400,01:01,717280
284111,187898,n:m,
284111,176429,n:m,
284111,181585,n:m,
1742,180819,n:1,
37,174180,01:01,911729
1856,266854,n:m,
1856,173894,n:m,940436
11337,174050,01:01,878487
23399,185802,01:01,778292
6517,178634,n:1,
9744,174848,n:1,
57048,184340,n:m,
57048,173053,n:m,840108
57048,191509,n:m,
57048,182212,n:m,
254863,190926,01:01,
57555,181484,n:1,
HUMAN11927,177190,01:01,956665
1973,175966,n:1,
9526,179218,01:01,940262
112483,183946,01:01,825935
482,182726,n:m,
482,181494,n:m,
55135,173303,01:01,
1107,178970,n:m,596065
1107,181421,n:m,
58485,6418789,01:01,850838
HUMAN11986,266648,01:01,
9212,172268,n:1,
5198,175608,01:01,943319
6154,174379,n:1,
4628,180581,n:1,594035
9423,180961,01:01,787604
8735,172471,n:m,
8735,259839,n:m,
8735,179190,n:m,597012
8735,179676,n:m,
8735,181404,n:m,
4626,172471,n:m,599775
4626,259839,n:m,
4626,179190,n:m,
4626,179676,n:m,
4626,181404,n:m,
4622,172471,n:m,
4622,259839,n:m,
4622,179190,n:m,
4622,179676,n:m,
4622,181404,n:m,
4619,172471,n:m,
4619,259839,n:m,
4619,179190,n:m,
4619,179676,n:m,
4619,181404,n:m,
4620,172471,n:m,
4620,259839,n:m,
4620,179190,n:m,
4620,179676,n:m,
4620,181404,n:m,
4621,172471,n:m,
4621,259839,n:m,
4621,179190,n:m,
4621,179676,n:m,
4621,181404,n:m,599468
6341,173763,01:01,551842
6416,185682,01:01,
60528,177241,01:01,731472
9955,3564879,n:1,810302
9953,3564879,n:1,
HUMAN12066,183205,n:1,
54902,175087,01:01,
9487,3565275,01:01,865362
51393,177506,n:m,
51393,CAEEL15456,n:m,
51393,188364,n:m,
201163,CAEEL04799,01:01,
6720,176574,n:1,
146691,180723,n:1,
91647,191004,01:01,956733
1819,176163,01:01,568939
51168,CAEEL19878,n:1,
3996,180435,n:1,
2314,176215,01:01,596469
6470,175915,01:01,956844
654346,174557,n:m,
654346,174964,n:m,
51030,183205,n:1,935111
5636,CAEEL19811,n:1,938463
22905,181577,n:1,595554
27077,186954,01:01,825494
5598,180311,01:01,
224,178680,n:m,
224,179026,n:m,
218,178680,n:m,
218,179026,n:m,
284194,174557,n:m,897115
284194,174964,n:m,
25979,181761,1:m,566530
25979,13224720,1:m,
256302,3565174,01:01,551252
5606,181043,n:1,
3768,191695,n:1,
100134444,191695,n:1,
HUMAN12231,181082,01:01,
3965,174557,n:m,
3965,174964,n:m,
51701,176808,01:01,
90410,260266,01:01,
26073,176098,01:01,
23098,175502,01:01,
9058,187898,n:m,
9058,176429,n:m,
9058,181585,n:m,
9094,176519,n:1,
230,175827,n:m,
230,176788,n:m,
124923,175977,01:01,597347
9703,173375,01:01,953132
6388,172010,n:1,807243
6830,175621,01:01,960758
HUMAN12280,172617,1:m,593886
HUMAN12280,180748,1:m,
116238,185643,n:1,
26284,174508,01:01,961633
51268,259861,1:m,942594
51268,180921,1:m,
57551,175862,n:1,
124930,175889,n:1,
84940,176440,n:1,
6532,171879,01:01,
HUMAN12337,176044,01:01,948652
55288,177238,n:1,960819
162494,184989,01:01,
5717,175972,01:01,922362
4642,175521,n:1,595453
40,CAEEL00598,n:m,
40,182851,n:m,
40,189058,n:m,
40,189033,n:m,
40,184882,n:m,
40,185036,n:m,
40,181468,n:m,
10693,175819,n:1,
54475,173439,01:01,593669
146862,175206,n:1,904078
5193,CAEEL19872,01:01,717406
163,175376,n:1,537128
8148,174175,n:1,
284098,190940,01:01,953305
79922,3565184,01:01,593567
3975,172893,01:01,
26574,171723,01:01,950119
31,173500,n:m,
31,178510,n:m,
11072,182228,n:1,817845
11056,172651,01:01,594060
84311,191044,01:01,846507
5691,173858,01:01,953666
8396,175344,n:1,
9349,175796,01:01,961485
3927,185685,n:1,
782,171933,n:1,
6143,172201,01:01,959415
HUMAN12521,3564805,n:1,594511
HUMAN12527,175655,01:01,867632
5409,175868,n:m,
5409,176217,n:m,
5409,179385,n:m,
93210,187504,01:01,951417
2064,174462,n:1,
22806,180756,n:1,
5709,176196,01:01,940301
990,172029,01:01,
5914,CAEEL09734,01:01,
7153,174825,n:1,
6605,175393,01:01,
HUMAN12606,CAEEL20852,n:1,
81871,CAEEL20852,n:1,
728318,CAEEL20852,n:1,
3866,180430,n:1,
HUMAN12646,266853,n:1,
3728,173338,n:1,
10609,178435,n:1,
115024,175843,n:m,941512
115024,178457,n:m,
47,179795,1:m,
47,180485,1:m,957148
2648,171920,01:01,717160
6777,178465,n:1,
6776,178465,n:1,812543
535,176257,01:01,909112
4669,175063,01:01,872099
80347,171657,01:01,955646
7283,176361,n:1,956349
27175,176361,n:1,
84313,173143,01:01,809096
65266,181217,01:01,
8678,177345,n:1,
10197,176588,01:01,813680
146923,180416,01:01,934271
6155,171750,01:01,
1659,173920,01:01,938762
4356,190302,n:1,
3674,176240,n:1,
2535,172856,n:1,
9343,175851,01:01,593709
79877,176375,01:01,948171
4836,175861,n:1,854586
113026,177525,n:1,
752,175346,n:1,
9842,175037,01:01,932532
4905,266842,01:01,593954
HUMAN12847,187425,1:m,
HUMAN12847,181891,1:m,743021
4635,175768,n:m,
4635,176796,n:m,
4635,186979,n:m,
9520,177528,01:01,
3837,172110,01:01,536981
55163,175973,01:01,914540
80279,180327,01:01,916499
51226,174675,n:1,
10951,176506,n:m,
10951,181450,n:m,
3214,181197,01:01,
516,175299,01:01,879238
11267,175672,01:01,868661
5245,171768,01:01,593642
8405,176422,n:1,594211
HUMAN12937,176690,01:01,807134
5164,176226,n:1,899361
80221,179043,1:m,593613
80221,3565680,1:m,
55040,181577,n:1,
64847,174243,01:01,940634
8913,181045,n:1,595501
51747,183652,1:m,
51747,175285,1:m,
9043,176349,n:1,
4830,172939,01:01,961250
51096,175994,01:01,540413
56934,174218,n:m,
56934,CAEEL07538,n:m,
84643,176511,01:01,
1353,186814,01:01,
23531,171731,n:1,
162282,CAEEL18931,01:01,
8526,180720,01:01,860859
59342,179459,01:01,790874
51649,191523,01:01,950586
7716,177375,01:01,
HUMAN13045,176688,01:01,
140735,175922,01:01,866185
8288,173686,01:01,
4025,174340,01:01,
6827,175172,01:01,894405
388403,175512,n:1,838432
1213,176434,n:1,574738
81671,176712,01:01,
6198,3565956,01:01,595297
51136,180437,n:1,738417
84669,175853,01:01,
54828,176040,01:01,
342538,CAEEL00076,01:01,
83990,173370,01:01,818953
339175,4363033,n:1,918181
HUMAN13137,186343,01:01,
HUMAN13146,180780,n:1,569911
10238,179875,01:01,
51204,175191,01:01,958129
57003,175505,01:01,837764
117246,175414,01:01,961853
5705,176661,01:01,593647
6603,172018,n:m,
6603,176426,n:m,
2081,174305,n:1,918964
1655,179897,n:1,593962
10672,181157,n:1,
5578,CAEEL19537,n:1,598230
5718,173807,01:01,890601
55062,179246,n:1,
5573,180864,n:1,805906
5608,181043,n:1,594291
3759,191695,n:1,
201266,172205,01:01,593786
6752,187897,n:1,
54549,177597,n:1,
6169,180044,01:01,
94015,181328,n:1,848565
26151,190511,01:01,909179
54868,181315,01:01,594566
2905,180002,01:01,849310
2232,178299,01:01,930892
92736,259710,n:1,
347741,259710,n:1,
283987,180553,01:01,589754
3396,259963,01:01,956269
23510,180473,n:1,935792
79902,172611,01:01,
51081,190379,01:01,958167
60386,36804989,01:01,
2885,181055,01:01,596375
3993,180435,n:1,
HUMAN13344,CAEEL19878,n:1,
3020,181057,n:1,
HUMAN13366,180562,n:1,
23558,174477,1:m,
23558,180652,1:m,594642
51,173162,1:m,
51,173163,1:m,947020
51,184167,1:m,
51,173164,1:m,
6730,179686,01:01,951776
23265,172023,01:01,
5635,CAEEL19811,n:1,
8877,183197,01:01,780519
HUMAN13421,177229,01:01,817566
6427,173915,n:1,
79157,173754,1:m,
79157,185367,1:m,
79157,187483,1:m,594390
146664,172360,n:1,
6397,176302,n:1,600875
7083,177913,01:01,
125061,177499,1:m,777066
125061,189911,1:m,
9489,171594,01:01,960526
9267,176140,n:1,
7077,179197,01:01,
124583,181019,01:01,952502
125058,180856,01:01,915162
9775,190485,1:m,593768
9775,172258,1:m,
79643,171654,01:01,
71,179534,n:m,
71,180767,n:m,
55666,3565577,1:m,805090
55666,173952,1:m,
9146,177617,01:01,594660
1468,180940,01:01,769034
5034,180724,01:01,859537
396,180721,n:1,
10189,177738,01:01,594743
5833,171770,01:01,911017
5831,CAEEL20013,n:1,932307
79058,179435,01:01,881889
5881,177111,n:m,
5881,186939,n:m,564970
51181,179741,01:01,566478
2873,180168,01:01,
64118,185334,01:01,
2194,172715,01:01,593982
9123,189489,1:m,
9123,189489,1:m,
HUMAN13631,175702,n:1,
79672,191003,n:1,923898
64122,191003,n:1,
HUMAN13644,CAEEL01556,01:01,707016
146712,184431,01:01,771064
9097,175105,01:01,593666
9984,173460,01:01,824399
7298,172149,01:01,
HUMAN13661,171722,n:m,
HUMAN13661,173296,n:m,
10403,177873,01:01,
9663,179853,n:1,
10627,175440,n:1,
103910,175440,n:1,
284217,172952,n:1,
HUMAN13700,179850,01:01,836771
8774,180182,01:01,
63895,182492,n:1,
2774,171687,n:1,
57132,171801,01:01,861121
65258,172956,01:01,937933
10939,171915,01:01,593930
10650,173040,n:1,
81929,176748,01:01,538171
8731,182875,01:01,926337
6093,172088,n:1,
6632,174072,01:01,872154
171586,180309,n:m,
171586,180450,n:m,
29919,178616,01:01,
4864,176165,n:m,
4864,180719,n:m,
3909,177956,n:1,599089
55364,173001,01:01,
143471,172679,n:1,
HUMAN13833,177763,n:1,
1837,171715,n:1,849942
10982,3565059,n:1,
2589,176112,01:01,
55197,176162,n:1,918547
55034,187534,01:01,901233
80206,172133,n:1,
56853,182722,n:1,
5289,172280,01:01,707036
498,173134,01:01,810384
84064,187136,01:01,784098
51124,3565298,01:01,933984
4087,175955,01:01,
54808,174789,01:01,543437
100526842,171692,n:1,921897
6139,171692,n:1,
10449,176756,01:01,949338
4645,CAEEL15091,n:1,
1630,172233,n:1,
5874,173223,n:1,
9352,171897,01:01,901083
23335,CAEEL07023,01:01,926364
4677,172442,01:01,913142
90701,171876,n:1,
3998,172799,01:01,
23556,171881,01:01,959549
2531,36805052,01:01,566483
9525,189590,n:1,594677
5268,CAEEL14770,n:1,
89777,178586,n:m,
89777,178672,n:m,
89777,179125,n:m,
89777,179195,n:m,
5275,CAEEL14770,n:1,
6318,178586,n:m,
6318,178672,n:m,
6318,179125,n:m,
6318,179195,n:m,
6317,178586,n:m,
6317,178672,n:m,
6317,179125,n:m,939760
6317,179195,n:m,
8710,178586,n:m,
8710,178672,n:m,939761
8710,179125,n:m,
8710,179195,n:m,
54495,172039,01:01,859541
1528,172393,n:1,730368
125704,171618,01:01,
55748,175387,1:m,
55748,179963,1:m,931558
2587,CAEEL19861,01:01,596164
374868,172748,n:m,712679
374868,178754,n:m,
80148,172623,01:01,
10907,24105155,01:01,881581
84552,173137,n:1,
8612,173734,n:1,556009
997,171734,n:1,
HUMAN14150,174647,n:1,
91304,173576,01:01,
5434,172412,01:01,952165
2879,187630,1:m,903967
2879,188313,1:m,
2879,187542,1:m,
513,174059,01:01,945369
6209,172693,01:01,955536
54760,172333,01:01,
92840,171835,n:m,
92840,176759,n:m,
81926,172585,n:1,
1455,172891,n:1,596800
55643,178116,n:1,779425
126308,177511,n:1,
8943,173701,01:01,
51690,177988,01:01,724240
26517,172686,01:01,909189
2788,181424,n:1,
HUMAN14287,173969,01:01,
6449,173846,n:1,593913
2767,171751,n:1,950677
56926,172803,01:01,724342
60680,182722,n:1,
83475,3565578,01:01,593689
51343,266859,01:01,
126321,180739,01:01,594148
126326,175649,n:m,
126326,177865,n:m,920651
58509,175066,01:01,593986
23217,190806,01:01,937717
1938,172743,01:01,593633
5605,171872,n:1,
51548,182284,01:01,745092
6455,172078,n:1,539068
80700,177253,01:01,
84717,171788,01:01,
91039,172409,n:1,
5802,174685,n:1,
9667,185193,n:1,
6294,185193,n:1,
25873,176007,01:01,922461
9361,172966,01:01,941714
56931,177120,01:01,950826
HUMAN14422,187342,n:m,
HUMAN14422,188084,n:m,
HUMAN14422,3565968,n:m,
HUMAN14422,173958,n:m,
2527,187342,n:m,
2527,188084,n:m,
2527,3565968,n:m,554438
2527,173958,n:m,
125981,189124,n:1,
8192,174594,01:01,797391
84266,3564894,01:01,543321
2962,173764,01:01,594131
HUMAN14450,175989,n:m,
HUMAN14450,179423,n:m,
HUMAN14450,181773,n:m,
56927,180881,01:01,
9322,176812,n:m,
9322,180492,n:m,
7409,181153,n:1,
3643,175410,n:1,
92960,353387,01:01,941538
57192,176074,n:1,
10908,176225,n:1,
56949,171970,01:01,593854
126003,190338,01:01,870352
115704,3565805,n:1,
5609,181004,01:01,595246
10469,172302,01:01,897741
1994,174506,n:1,
79603,177660,n:m,824300
79603,180743,n:m,
6234,176975,01:01,954946
9230,171601,n:1,
4542,172698,n:1,
81794,180675,n:1,
94025,CAEEL07915,01:01,
59286,185872,01:01,954420
5300,190941,01:01,955152
8666,174346,01:01,
51073,179230,01:01,945151
112812,178434,01:01,584719
HUMAN14627,173449,01:01,919647
5141,174235,n:1,
84971,3565022,01:01,922660
HUMAN14639,174374,01:01,593857
10053,172180,01:01,590082
57153,180809,n:1,851273
81890,CAEEL11837,01:01,952921
1785,181644,n:1,896605
11018,178145,n:1,
90580,179689,01:01,866905
HUMAN14663,178015,n:1,
HUMAN14665,174116,n:1,
57572,180988,n:1,
64748,174710,n:1,
5589,174515,01:01,918950
1995,174506,n:1,
51295,177244,01:01,951939
84337,175090,01:01,764854
54,172627,01:01,
163049,172281,n:1,
4125,180749,01:01,730897
84292,173867,01:01,593877
51398,174054,01:01,892930
HUMAN14764,174840,01:01,910047
HUMAN14767,174587,01:01,950046
30000,175094,n:1,536982
439,176254,01:01,865807
54831,6418643,n:m,839968
54831,176436,n:m,
54831,185198,n:m,
54831,177975,n:m,
54831,178030,n:m,
54831,191197,n:m,
54831,178264,n:m,
54831,182044,n:m,
10535,266861,01:01,947590
1777,176166,01:01,
2639,174768,01:01,911721
HUMAN14795,172311,01:01,953100
811,178997,01:01,
5886,174785,n:1,
90480,187083,01:01,948645
55621,179920,01:01,948020
84245,180016,01:01,
54862,CAEEL02747,n:1,756771
5566,3565407,n:1,594299
55723,172812,n:1,
10212,174333,n:1,
5585,CAEEL19700,n:1,
10755,175649,n:m,920650
10755,177865,n:m,
9524,174140,01:01,873335
4713,172513,01:01,947099
6511,174530,n:m,
6511,188744,n:m,
10994,177095,01:01,960897
4854,179022,1:m,
4854,3564957,1:m,
79852,175239,n:m,863408
79852,179444,n:m,
7171,173319,n:1,
117286,172774,n:1,
26017,176500,01:01,
8907,173121,01:01,590079
58513,173985,01:01,594617
79041,174867,n:1,
284434,178326,01:01,715840
23309,172628,n:1,
HUMAN14947,171650,n:1,
55850,172140,01:01,
2063,192082,n:1,
57719,178395,01:01,
84705,3564835,01:01,
376497,178190,n:m,
376497,181138,n:m,
79709,3565069,n:1,
HUMAN14994,173511,n:1,
10331,266924,n:1,
6142,24104384,01:01,957702
115098,171725,01:01,872369
3780,172602,n:1,
23031,178218,01:01,
10437,3564874,01:01,
84769,191323,01:01,945813
5864,173971,n:1,565048
5143,174235,n:1,
25804,174193,01:01,536936
54858,187440,n:1,
170463,174975,n:1,599333
51477,174792,01:01,958421
8178,177206,01:01,
7311,176718,01:01,
5976,171696,01:01,897291
10715,189370,01:01,
11316,176766,01:01,935820
54555,186756,01:01,
284439,172656,01:01,769022
54929,173230,n:1,
23383,172598,01:01,918531
83983,174755,01:01,
51079,172969,01:01,
51291,174278,01:01,
57130,178070,01:01,712676
81931,172281,n:1,
7639,172281,n:1,
HUMAN15159,174931,01:01,
7386,177609,01:01,763180
10775,173100,01:01,
8725,183841,01:01,
9141,183935,01:01,952457
390916,183413,01:01,
84902,CAEEL19678,01:01,
55094,175574,01:01,881643
5184,171704,01:01,792329
26065,173158,n:1,
HUMAN15244,173227,01:01,818913
10054,24104970,01:01,919265
90075,172281,n:1,
374897,177846,01:01,
10430,175987,01:01,588387
HUMAN15321,178489,n:1,
55851,176565,01:01,589285
4868,CAEEL20448,01:01,596702
84063,180555,n:1,596189
84964,182043,01:01,571659
5438,179178,01:01,
1155,186176,01:01,920074
7705,191363,n:1,
51276,172281,n:1,
126231,172281,n:1,
90522,179400,n:1,
147965,177564,n:1,
6261,CAEEL14390,n:1,
27335,179779,01:01,854563
81,179709,n:1,
653499,175212,n:1,897118
653499,175212,n:1,
3960,174557,n:m,
3960,174964,n:m,
1891,186486,01:01,
3191,3565706,n:1,589596
6183,180368,01:01,
10298,179527,n:1,
9535,259487,n:1,
54623,179583,01:01,
6217,179998,01:01,
6829,178143,01:01,
2091,179999,01:01,940494
5704,175925,01:01,593662
HUMAN15552,179424,n:m,
HUMAN15552,181524,n:m,
92799,179226,n:1,
8425,176315,01:01,
6626,177181,n:m,708068
6626,177182,n:m,
1548,185653,n:m,
1548,183602,n:m,
1548,178704,n:m,
1548,181848,n:m,
1548,187209,n:m,
1548,182888,n:m,
1548,188399,n:m,
1548,187025,n:m,
1548,187183,n:m,
1548,187573,n:m,
1549,185653,n:m,
1549,183602,n:m,
1549,178704,n:m,
1549,181848,n:m,
1549,187209,n:m,
1549,182888,n:m,
1549,188399,n:m,
1549,187025,n:m,
1549,187183,n:m,
1549,187573,n:m,
