"Gene","Tau","InteractionType","ARC_Connected","ARC_Connected_Threshold","Dataset"
"MBOAT1",0.364778391,"Ind",3,"3","KEGG"
"MBOAT2",0.421572275,"Ind",3,"3","KEGG"
"MC1R",0.524926246,"Ind",1,"1","KEGG"
"MC2R",0.995206533,"Ind",1,"1","KEGG"
"MC4R",0.995457102,"Ind",1,"1","KEGG"
"MCEE",0.141559851,"Ind",1,"1","KEGG"
"MCL1",0.147296631,"Ind",3,"3","KEGG"
"MDH1",0.250250564,"Ind",2,"2","KEGG"
"MDH2",0.207888826,"Ind",2,"2","KEGG"
"MDM2",0.211712848,"Ind",4,"4+","KEGG"
"ME1",0.374471836,"Ind",1,"1","KEGG"
"ME2",0.280715727,"Ind",1,"1","KEGG"
"ME3",0.27107681,"Ind",1,"1","KEGG"
"MECOM",0.521646345,"Ind",2,"2","KEGG"
"MECR",0.179583208,"Ind",1,"1","KEGG"
"MED1",0.230776775,"Ind",1,"1","KEGG"
"MEF2A",0.235312087,"Ind",1,"1","KEGG"
"MEF2B",0.287935833,"Ind",1,"1","KEGG"
"MEF2C",0.440868724,"Ind",1,"1","KEGG"
"MEF2D",0.211628836,"Ind",1,"1","KEGG"
"MEN1",0.179697857,"Ind",3,"3","KEGG"
"MET",0.419921598,"Ind",3,"3","KEGG"
"MFN1",0.132347831,"Ind",1,"1","KEGG"
"MFN2",0.186220905,"Ind",1,"1","KEGG"
"MGAM",0.903643223,"Ind",1,"1","KEGG"
"MGAM2",0.863588021,"Ind",1,"1","KEGG"
"MGLL",0.301261662,"Ind",1,"1","KEGG"
"MGST1",0.437581999,"Ind",2,"2","KEGG"
"MGST2",0.158448028,"Ind",2,"2","KEGG"
"MGST3",0.181176018,"Ind",1,"1","KEGG"
"MIB1",0.250618006,"Ind",1,"1","KEGG"
"MIB2",0.196297236,"Ind",1,"1","KEGG"
"MICALL2",0.397592741,"Ind",1,"1","KEGG"
"MIF",0.613178087,"Ind",1,"1","KEGG"
"MINPP1",0.29387075,"Ind",3,"3","KEGG"
"MIOS",0.337593858,"Ind",1,"1","KEGG"
"MIOX",0.982071262,"Ind",1,"1","KEGG"
"MIR145",0.700458632,"Ind",1,"1","KEGG"
"MIR200A",1,"Ind",1,"1","KEGG"
"MIR200B",0.978809688,"Ind",1,"1","KEGG"
"MIR210",0.862027611,"Ind",1,"1","KEGG"
"MIRLET7D",1,"Ind",1,"1","KEGG"
"MITF",0.512932944,"Ind",2,"2","KEGG"
"MKNK1",0.270665145,"Ind",1,"1","KEGG"
"MKNK2",0.297785037,"Ind",1,"1","KEGG"
"MLKL",0.379482372,"Ind",1,"1","KEGG"
"MLST8",0.198913016,"Ind",1,"1","KEGG"
"MLYCD",0.410250003,"Ind",1,"1","KEGG"
"MMP1",0.864305647,"Ind",2,"2","KEGG"
"MMP13",1,"Ind",2,"2","KEGG"
"MMP14",0.274673233,"Ind",1,"1","KEGG"
"MMP2",0.299774117,"Ind",2,"2","KEGG"
"MMP3",0.778936563,"Ind",2,"2","KEGG"
"MMP9",0.814493703,"Ind",2,"2","KEGG"
"MOGAT1",0.966809559,"Ind",3,"3","KEGG"
"MOGAT2",0.927925119,"Ind",3,"3","KEGG"
"MOGAT3",0.946678448,"Ind",3,"3","KEGG"
"MPO",0.923375976,"Ind",1,"1","KEGG"
"MRAP",0.947587247,"Ind",1,"1","KEGG"
"MRAS",0.408411414,"Ind",5,"4+","KEGG"
"MRC1",0.506097895,"Ind",1,"1","KEGG"
"MRC2",0.308830513,"Ind",1,"1","KEGG"
"MSN",0.213385508,"Ind",1,"1","KEGG"
"MST1",0.548166915,"Ind",1,"1","KEGG"
"MST1R",0.622663159,"Ind",3,"3","KEGG"
"MTCP1",0.220466445,"Ind",1,"1","KEGG"
"MTFMT",0.235903159,"Ind",1,"1","KEGG"
"MTHFD1",0.333028741,"Ind",1,"1","KEGG"
"MTHFD2",0.327563277,"Ind",1,"1","KEGG"
"MTHFD2L",0.388457298,"Ind",1,"1","KEGG"
"MTM1",0.232850893,"Ind",3,"3","KEGG"
"MTMR1",0.180682896,"Ind",3,"3","KEGG"
"MTMR14",0.17073129,"Ind",3,"3","KEGG"
"MTMR2",0.264384908,"Ind",3,"3","KEGG"
"MTMR3",0.17806108,"Ind",3,"3","KEGG"
"MTMR4",0.158536234,"Ind",3,"3","KEGG"
"MTMR6",0.180196371,"Ind",3,"3","KEGG"
"MTMR7",0.839425541,"Ind",3,"3","KEGG"
"MTMR8",0.816323814,"Ind",3,"3","KEGG"
"MTNR1A",1,"Ind",3,"3","KEGG"
"MTOR",0.26852559,"Ind",3,"3","KEGG"
"MTR",0.235465424,"Ind",2,"2","KEGG"
"MUC5AC",0.986185707,"Ind",2,"2","KEGG"
"MUC5B",0.929646358,"Ind",2,"2","KEGG"
"MVD",0.195512142,"Ind",1,"1","KEGG"
"MVK",0.314463439,"Ind",1,"1","KEGG"
"MX1",0.323485508,"Ind",1,"1","KEGG"
"MX2",0.551807919,"Ind",1,"1","KEGG"
"MYBL2",0.785597881,"Ind",2,"2","KEGG"
"MYC",0.290574961,"Ind",4,"4+","KEGG"
"MYD88",0.378387586,"Ind",2,"2","KEGG"
"MYH6",0.932177175,"Ind",2,"2","KEGG"
"MYH7",0.838990951,"Ind",2,"2","KEGG"
"MYL10",1,"Ind",1,"1","KEGG"
"MYL12A",0.218747974,"Ind",1,"1","KEGG"
"MYL12B",0.102746428,"Ind",1,"1","KEGG"
"MYL2",0.768638963,"Ind",2,"2","KEGG"
"MYL5",0.241335171,"Ind",1,"1","KEGG"
"MYL6",0.156591554,"Ind",1,"1","KEGG"
"MYL6B",0.42177919,"Ind",1,"1","KEGG"
"MYL7",0.938562866,"Ind",1,"1","KEGG"
"MYL9",0.300318938,"Ind",1,"1","KEGG"
"MYLIP",0.234467687,"Ind",1,"1","KEGG"
"MYLK",0.404127776,"Ind",1,"1","KEGG"
"MYLK2",0.96839494,"Ind",1,"1","KEGG"
"MYLK3",0.945090231,"Ind",1,"1","KEGG"
"MYLK4",0.818967893,"Ind",1,"1","KEGG"
"NACA",0.170971326,"Ind",1,"1","KEGG"
"NADSYN1",0.183842567,"Ind",1,"1","KEGG"
"NAGA",0.170183811,"Ind",1,"1","KEGG"
"NAGK",0.209152596,"Ind",1,"1","KEGG"
"NAT8L",0.820835827,"Ind",1,"1","KEGG"
"NBR1",0.169722587,"Ind",1,"1","KEGG"
"NCBP1",0.174813672,"Ind",1,"1","KEGG"
"NCBP2",0.100500478,"Ind",1,"1","KEGG"
"NCBP2L",0.993494185,"Ind",1,"1","KEGG"
"NCEH1",0.414292867,"Ind",2,"2","KEGG"
"NCF1",0.848988536,"Ind",1,"1","KEGG"
"NCF2",0.693925063,"Ind",1,"1","KEGG"
"NCF4",0.598102386,"Ind",1,"1","KEGG"
"NCK1",0.226801467,"Ind",1,"1","KEGG"
"NCK2",0.159144336,"Ind",1,"1","KEGG"
"NCKAP1",0.253413148,"Ind",1,"1","KEGG"
"NCKAP1L",0.593136459,"Ind",1,"1","KEGG"
"NCOA1",0.185255703,"Ind",1,"1","KEGG"
"NCOA2",0.165881796,"Ind",1,"1","KEGG"
"NCOA3",0.21514784,"Ind",2,"2","KEGG"
"NCOR1",0.159695762,"Ind",2,"2","KEGG"
"NECTIN1",0.552567484,"Ind",1,"1","KEGG"
"NECTIN4",0.758658789,"Ind",1,"1","KEGG"
"NEDD4",0.584423887,"Ind",1,"1","KEGG"
"NEDD4L",0.476892646,"Ind",2,"2","KEGG"
"NEFH",0.844951785,"Ind",1,"1","KEGG"
"NEFL",0.882902522,"Ind",1,"1","KEGG"
"NEFM",0.818591929,"Ind",1,"1","KEGG"
"NEO1",0.252658632,"Ind",2,"2","KEGG"
"NEU1",0.171615261,"Ind",1,"1","KEGG"
"NEU2",1,"Ind",1,"1","KEGG"
"NEU3",0.431596994,"Ind",1,"1","KEGG"
"NEU4",0.921588803,"Ind",1,"1","KEGG"
"NFATC1",0.403172579,"Ind",3,"3","KEGG"
"NFATC2",0.4521263,"Ind",3,"3","KEGG"
"NFATC3",0.413266378,"Ind",3,"3","KEGG"
"NFATC4",0.353517912,"Ind",2,"2","KEGG"
"NFE2L2",0.175346246,"Ind",3,"3","KEGG"
"NFKB1",0.167156301,"Ind",4,"4+","KEGG"
"NFKB2",0.213455212,"Ind",2,"2","KEGG"
"NFKBIA",0.195900412,"Ind",4,"4+","KEGG"
"NFKBIB",0.30197773,"Ind",4,"4+","KEGG"
"NFKBIE",0.454909462,"Ind",1,"1","KEGG"
"NFX1",0.123946921,"Ind",1,"1","KEGG"
"NGEF",0.692489297,"Ind",1,"1","KEGG"
"NGF",0.545501485,"Ind",2,"2","KEGG"
"NGFR",0.49733614,"Ind",3,"3","KEGG"
"NKD1",0.637733046,"Ind",1,"1","KEGG"
"NKD2",0.633607527,"Ind",1,"1","KEGG"
"NKX3-1",0.834885027,"Ind",1,"1","KEGG"
"NLGN1",0.769820775,"Ind",1,"1","KEGG"
"NLGN2",0.324038391,"Ind",1,"1","KEGG"
"NLGN3",0.670282756,"Ind",1,"1","KEGG"
"NLGN4X",0.773824726,"Ind",1,"1","KEGG"
"NLGN4Y",0.824057107,"Ind",1,"1","KEGG"
"NLRC4",0.920911977,"Ind",1,"1","KEGG"
"NLRP1",0.403816983,"Ind",1,"1","KEGG"
"NLRP3",0.874278739,"Ind",1,"1","KEGG"
"NME1",0.202578166,"Ind",1,"1","KEGG"
"NME2",0.093944305,"Ind",1,"1","KEGG"
"NME3",0.162666441,"Ind",1,"1","KEGG"
"NME4",0.179029367,"Ind",1,"1","KEGG"
"NME6",0.19030147,"Ind",1,"1","KEGG"
"NME7",0.286871437,"Ind",1,"1","KEGG"
"NMNAT1",0.244381566,"Ind",1,"1","KEGG"
"NMNAT2",0.798787022,"Ind",1,"1","KEGG"
"NMNAT3",0.451948461,"Ind",1,"1","KEGG"
"NMUR1",0.662582106,"Ind",1,"1","KEGG"
"NMUR2",0.999401356,"Ind",1,"1","KEGG"
"NOS1",0.879481152,"Ind",4,"4+","KEGG"
"NOS2",0.919157766,"Ind",2,"2","KEGG"
"NOS3",0.529441575,"Ind",3,"3","KEGG"
"NOTCH1",0.240769048,"Ind",3,"3","KEGG"
"NOTCH2",0.260157639,"Ind",3,"3","KEGG"
"NOTCH3",0.398835046,"Ind",3,"3","KEGG"
"NOTCH4",0.383555704,"Ind",3,"3","KEGG"
"NOTUM",0.886737403,"Ind",1,"1","KEGG"
"NOX1",0.98757643,"Ind",2,"2","KEGG"
"NOX4",0.829904028,"Ind",2,"2","KEGG"
"NPPA",0.82753432,"Ind",3,"3","KEGG"
"NPPB",0.978363302,"Ind",1,"1","KEGG"
"NPR1",0.433812649,"Ind",3,"3","KEGG"
"NPR2",0.312408682,"Ind",3,"3","KEGG"
"NPY",0.854930048,"Ind",2,"2","KEGG"
"NR1H3",0.301680714,"Ind",3,"3","KEGG"
"NR1I3",0.978108379,"Ind",1,"1","KEGG"
"NR3C2",0.382516464,"Ind",2,"2","KEGG"
"NR4A1",0.283090205,"Ind",2,"2","KEGG"
"NR4A2",0.438407223,"Ind",2,"2","KEGG"
"NRAS",0.24824353,"Ind",5,"4+","KEGG"
"NRBF2",0.270278562,"Ind",1,"1","KEGG"
"NSD1",0.205960816,"Ind",2,"2","KEGG"
"NSD2",0.380461357,"Ind",2,"2","KEGG"
"NSD3",0.233893797,"Ind",2,"2","KEGG"
"NT5C",0.124605175,"Ind",2,"2","KEGG"
"NT5C1A",0.977798178,"Ind",2,"2","KEGG"
"NT5C1B",1,"Ind",2,"2","KEGG"
"NT5C2",0.220570431,"Ind",2,"2","KEGG"
"NT5DC4",0.98828889,"Ind",2,"2","KEGG"
"NT5E",0.414163317,"Ind",2,"2","KEGG"
"NT5M",0.580972992,"Ind",2,"2","KEGG"
"NTF3",0.768548837,"Ind",2,"2","KEGG"
"NTF4",0.778959847,"Ind",2,"2","KEGG"
"NTN1",0.522916655,"Ind",2,"2","KEGG"
"NTPCR",0.260185298,"Ind",2,"2","KEGG"
"NTRK1",0.718962967,"Ind",3,"3","KEGG"
"NTRK2",0.656177805,"Ind",3,"3","KEGG"
"NTRK3",0.757406861,"Ind",3,"3","KEGG"
"NTS",0.899828744,"Ind",1,"1","KEGG"
"NUDT12",0.276310876,"Ind",1,"1","KEGG"
"NUDT16",0.229844655,"Ind",2,"2","KEGG"
"NUDT2",0.144857337,"Ind",2,"2","KEGG"
"NXF1",0.149580813,"Ind",1,"1","KEGG"
"NXF3",0.909371652,"Ind",1,"1","KEGG"
"OAS1",0.449943202,"Ind",1,"1","KEGG"
"OAS2",0.559483305,"Ind",1,"1","KEGG"
"OAS3",0.419507806,"Ind",1,"1","KEGG"
"OASL",0.810664105,"Ind",1,"1","KEGG"
"OCLN",0.758417228,"Ind",2,"2","KEGG"
"OCRL",0.242443482,"Ind",3,"3","KEGG"
"OGT",0.126015578,"Ind",2,"2","KEGG"
"OLR1",0.849279251,"Ind",3,"3","KEGG"
"OPRD1",1,"Ind",1,"1","KEGG"
"OPRK1",1,"Ind",1,"1","KEGG"
"OPRL1",0.799805029,"Ind",1,"1","KEGG"
"OPRM1",1,"Ind",3,"3","KEGG"
"OPTN",0.34366582,"Ind",1,"1","KEGG"
"OR10AD1",0.970482489,"Ind",1,"1","KEGG"
"OR10D3",1,"Ind",1,"1","KEGG"
"OR10G3",1,"Ind",1,"1","KEGG"
"OR10H1",1,"Ind",1,"1","KEGG"
"OR10J1",1,"Ind",1,"1","KEGG"
"OR13A1",0.97151829,"Ind",1,"1","KEGG"
"OR14A2",1,"Ind",1,"1","KEGG"
"OR14J1",1,"Ind",1,"1","KEGG"
"OR1C1",1,"Ind",1,"1","KEGG"
"OR1F1",0.970716344,"Ind",1,"1","KEGG"
"OR1L8",1,"Ind",1,"1","KEGG"
"OR2A1",1,"Ind",1,"1","KEGG"
"OR2A7",0.754018533,"Ind",1,"1","KEGG"
"OR2B6",1,"Ind",1,"1","KEGG"
"OR2C3",1,"Ind",1,"1","KEGG"
"OR2H1",1,"Ind",1,"1","KEGG"
"OR2H2",0.995474,"Ind",1,"1","KEGG"
"OR2J2",1,"Ind",1,"1","KEGG"
"OR2L13",0.974340342,"Ind",1,"1","KEGG"
"OR2L2",1,"Ind",1,"1","KEGG"
"OR2V1",1,"Ind",1,"1","KEGG"
"OR2W3",0.930919618,"Ind",1,"1","KEGG"
"OR3A2",1,"Ind",1,"1","KEGG"
"OR4N4",1,"Ind",1,"1","KEGG"
"OR51E2",0.932605658,"Ind",1,"1","KEGG"
"OR52D1",1,"Ind",1,"1","KEGG"
"OR5AK2",1,"Ind",1,"1","KEGG"
"OR5K2",0.986276304,"Ind",1,"1","KEGG"
"OR5V1",1,"Ind",1,"1","KEGG"
"OR6B2",1,"Ind",1,"1","KEGG"
"OR6F1",1,"Ind",1,"1","KEGG"
"OR7A5",0.964254683,"Ind",1,"1","KEGG"
"OR7C1",0.954379763,"Ind",1,"1","KEGG"
"OR7D2",1,"Ind",1,"1","KEGG"
"OR7E24",1,"Ind",1,"1","KEGG"
"OR8B12",1,"Ind",1,"1","KEGG"
"OR8D1",1,"Ind",1,"1","KEGG"
"OR8G5",1,"Ind",1,"1","KEGG"
"ORC1",0.884758712,"Ind",1,"1","KEGG"
"ORC2",0.251811811,"Ind",1,"1","KEGG"
"ORC3",0.232375173,"Ind",1,"1","KEGG"
"ORC4",0.231537343,"Ind",1,"1","KEGG"
"ORC5",0.257067617,"Ind",1,"1","KEGG"
"ORC6",0.825300024,"Ind",1,"1","KEGG"
"OSM",0.881805964,"Ind",2,"2","KEGG"
"OSMR",0.244983601,"Ind",1,"1","KEGG"
"PABPC1",0.125693413,"Ind",1,"1","KEGG"
"PABPC1L",0.351411729,"Ind",1,"1","KEGG"
"PABPC1L2A",0.943774123,"Ind",1,"1","KEGG"
"PABPC1L2B",0.965736898,"Ind",1,"1","KEGG"
"PABPC3",1,"Ind",1,"1","KEGG"
"PABPC4",0.204656009,"Ind",1,"1","KEGG"
"PABPC4L",0.783682241,"Ind",1,"1","KEGG"
"PABPC5",0.705310189,"Ind",1,"1","KEGG"
"PAFAH1B1",0.171172582,"Ind",3,"3","KEGG"
"PAFAH1B2",0.17532188,"Ind",3,"3","KEGG"
"PAFAH1B3",0.297665473,"Ind",3,"3","KEGG"
"PAFAH2",0.207519332,"Ind",3,"3","KEGG"
"PAK1",0.258652928,"Ind",3,"3","KEGG"
"PAK3",0.776224017,"Ind",3,"3","KEGG"
"PAK4",0.260324429,"Ind",3,"3","KEGG"
"PAK5",0.969829989,"Ind",3,"3","KEGG"
"PAK6",0.692706633,"Ind",3,"3","KEGG"
"PANK1",0.729921534,"Ind",2,"2","KEGG"
"PANK2",0.199298426,"Ind",2,"2","KEGG"
"PANK3",0.151266738,"Ind",2,"2","KEGG"
"PARD3",0.250559204,"Ind",2,"2","KEGG"
"PARVA",0.27927658,"Ind",1,"1","KEGG"
"PARVB",0.396188335,"Ind",1,"1","KEGG"
"PARVG",0.607840809,"Ind",1,"1","KEGG"
"PATE1",1,"Ind",1,"1","KEGG"
"PATE2",1,"Ind",1,"1","KEGG"
"PATE4",0.994300772,"Ind",1,"1","KEGG"
"PATJ",0.279900009,"Ind",1,"1","KEGG"
"PBRM1",0.195901977,"Ind",1,"1","KEGG"
"PC",0.502240743,"Ind",3,"3","KEGG"
"PCK1",0.797526178,"Ind",4,"4+","KEGG"
"PCK2",0.480645882,"Ind",4,"4+","KEGG"
"PCNA",0.186818463,"Ind",3,"3","KEGG"
"PCSK9",0.876802337,"Ind",1,"1","KEGG"
"PDCD1",0.817389143,"Ind",2,"2","KEGG"
"PDCD6IP",0.167525585,"Ind",1,"1","KEGG"
"PDE10A",0.641884102,"Ind",2,"2","KEGG"
"PDE11A",0.946853583,"Ind",1,"1","KEGG"
"PDE1A",0.483911537,"Ind",1,"1","KEGG"
"PDE1B",0.49407903,"Ind",1,"1","KEGG"
"PDE1C",0.662306136,"Ind",1,"1","KEGG"
"PDE2A",0.448773052,"Ind",1,"1","KEGG"
"PDE3A",0.578183801,"Ind",2,"2","KEGG"
"PDE3B",0.639849198,"Ind",3,"3","KEGG"
"PDE4A",0.314285523,"Ind",2,"2","KEGG"
"PDE4B",0.369287156,"Ind",2,"2","KEGG"
"PDE4C",0.555446206,"Ind",2,"2","KEGG"
"PDE4D",0.543280008,"Ind",2,"2","KEGG"
"PDE5A",0.494101238,"Ind",1,"1","KEGG"
"PDE6A",0.962653004,"Ind",1,"1","KEGG"
"PDE6B",0.717047366,"Ind",1,"1","KEGG"
"PDE6C",0.981566935,"Ind",1,"1","KEGG"
"PDE6D",0.368693737,"Ind",1,"1","KEGG"
"PDE6G",0.944545216,"Ind",1,"1","KEGG"
"PDE7A",0.313809391,"Ind",1,"1","KEGG"
"PDE7B",0.555875606,"Ind",1,"1","KEGG"
"PDE8A",0.176412637,"Ind",1,"1","KEGG"
"PDE8B",0.618423136,"Ind",1,"1","KEGG"
"PDE9A",0.494578995,"Ind",1,"1","KEGG"
"PDGFA",0.376160552,"Ind",2,"2","KEGG"
"PDGFB",0.382621553,"Ind",2,"2","KEGG"
"PDGFC",0.404311951,"Ind",2,"2","KEGG"
"PDGFD",0.4884833,"Ind",2,"2","KEGG"
"PDGFRA",0.387597055,"Ind",3,"3","KEGG"
"PDGFRB",0.272940899,"Ind",3,"3","KEGG"
"PDHA1",0.199109915,"Ind",2,"2","KEGG"
"PDHA2",1,"Ind",2,"2","KEGG"
"PDHB",0.127892734,"Ind",1,"1","KEGG"
"PDK1",0.464521758,"Ind",2,"2","KEGG"
"PDK2",0.232399849,"Ind",1,"1","KEGG"
"PDK3",0.513477224,"Ind",1,"1","KEGG"
"PDK4",0.310228126,"Ind",1,"1","KEGG"
"PDPK1",0.129423559,"Ind",2,"2","KEGG"
"PDX1",1,"Ind",1,"1","KEGG"
"PDYN",0.975130309,"Ind",2,"2","KEGG"
"PECAM1",0.342711934,"Ind",1,"1","KEGG"
"PEMT",0.312260378,"Ind",3,"3","KEGG"
"PER2",0.270824624,"Ind",1,"1","KEGG"
"PER3",0.251717091,"Ind",1,"1","KEGG"
"PF4",0.942190691,"Ind",1,"1","KEGG"
"PF4V1",0.960827736,"Ind",1,"1","KEGG"
"PFKFB1",0.890625444,"Ind",1,"1","KEGG"
"PFKFB2",0.475617163,"Ind",2,"2","KEGG"
"PFKFB3",0.362461113,"Ind",1,"1","KEGG"
"PFKFB4",0.658702742,"Ind",1,"1","KEGG"
"PFKL",0.151874835,"Ind",2,"2","KEGG"
"PFKM",0.443022877,"Ind",2,"2","KEGG"
"PFKP",0.270915319,"Ind",2,"2","KEGG"
"PGF",0.461293772,"Ind",2,"2","KEGG"
"PGK1",0.211958225,"Ind",1,"1","KEGG"
"PGK2",1,"Ind",1,"1","KEGG"
"PGM1",0.402832489,"Ind",3,"3","KEGG"
"PGM2",0.308494037,"Ind",3,"3","KEGG"
"PGM2L1",0.516380764,"Ind",1,"1","KEGG"
"PGR",0.756004691,"Ind",3,"3","KEGG"
"PHF10",0.226818187,"Ind",1,"1","KEGG"
"PHKA1",0.564269371,"Ind",2,"2","KEGG"
"PHKA2",0.239010487,"Ind",2,"2","KEGG"
"PHKB",0.20867442,"Ind",2,"2","KEGG"
"PHKG1",0.739067189,"Ind",2,"2","KEGG"
"PHKG2",0.449852346,"Ind",2,"2","KEGG"
"PHLPP1",0.393272424,"Ind",1,"1","KEGG"
"PHLPP2",0.406271972,"Ind",1,"1","KEGG"
"PI4K2A",0.174002664,"Ind",3,"3","KEGG"
"PI4K2B",0.265369111,"Ind",3,"3","KEGG"
"PI4KA",0.152485415,"Ind",3,"3","KEGG"
"PI4KB",0.149792289,"Ind",3,"3","KEGG"
"PIAS1",0.188968922,"Ind",1,"1","KEGG"
"PIAS2",0.556597569,"Ind",1,"1","KEGG"
"PIAS3",0.211308246,"Ind",1,"1","KEGG"
"PIAS4",0.374349353,"Ind",2,"2","KEGG"
"PIK3C2A",0.192281324,"Ind",4,"4+","KEGG"
"PIK3C2B",0.350604683,"Ind",4,"4+","KEGG"
"PIK3C2G",0.919327083,"Ind",4,"4+","KEGG"
"PIK3C3",0.240768413,"Ind",4,"4+","KEGG"
"PIK3CA",0.241317008,"Ind",5,"4+","KEGG"
"PIK3CB",0.270433803,"Ind",5,"4+","KEGG"
"PIK3CD",0.54629646,"Ind",5,"4+","KEGG"
"PIK3CG",0.902548504,"Ind",4,"4+","KEGG"
"PIK3R1",0.300014293,"Ind",5,"4+","KEGG"
"PIK3R2",0.202230915,"Ind",5,"4+","KEGG"
"PIK3R3",0.334396991,"Ind",5,"4+","KEGG"
"PIK3R4",0.177302415,"Ind",1,"1","KEGG"
"PIK3R5",0.692589605,"Ind",3,"3","KEGG"
"PIK3R6",0.820873947,"Ind",3,"3","KEGG"
"PIKFYVE",0.218835232,"Ind",4,"4+","KEGG"
"PILRA",0.51943977,"Ind",2,"2","KEGG"
"PILRB",0.20155435,"Ind",2,"2","KEGG"
"PIM1",0.236483987,"Ind",1,"1","KEGG"
"PINK1",0.285040957,"Ind",2,"2","KEGG"
"PIP4K2A",0.33216431,"Ind",4,"4+","KEGG"
"PIP4K2B",0.183048852,"Ind",4,"4+","KEGG"
"PIP4K2C",0.191067342,"Ind",4,"4+","KEGG"
"PIP5K1A",0.22350917,"Ind",4,"4+","KEGG"
"PIP5K1B",0.543734295,"Ind",4,"4+","KEGG"
"PIP5K1C",0.279892477,"Ind",4,"4+","KEGG"
"PIP5KL1",0.654189374,"Ind",3,"3","KEGG"
"PISD",0.183375435,"Ind",3,"3","KEGG"
"PKD2L1",0.956788281,"Ind",1,"1","KEGG"
"PKLR",0.950973404,"Ind",2,"2","KEGG"
"PKM",0.140312159,"Ind",2,"2","KEGG"
"PLA2G10",0.874168778,"Ind",1,"1","KEGG"
"PLA2G12A",0.192912217,"Ind",1,"1","KEGG"
"PLA2G12B",0.940286906,"Ind",1,"1","KEGG"
"PLA2G15",0.276308796,"Ind",3,"3","KEGG"
"PLA2G1B",0.860483245,"Ind",1,"1","KEGG"
"PLA2G2A",0.342295194,"Ind",1,"1","KEGG"
"PLA2G2C",1,"Ind",1,"1","KEGG"
"PLA2G2D",0.969561812,"Ind",1,"1","KEGG"
"PLA2G2F",0.969767626,"Ind",1,"1","KEGG"
"PLA2G3",0.882810022,"Ind",1,"1","KEGG"
"PLA2G4A",0.425777849,"Ind",2,"2","KEGG"
"PLA2G4B",0.216152467,"Ind",2,"2","KEGG"
"PLA2G4C",0.443226374,"Ind",2,"2","KEGG"
"PLA2G4D",0.930518832,"Ind",2,"2","KEGG"
"PLA2G4E",0.952670449,"Ind",2,"2","KEGG"
"PLA2G4F",0.770953784,"Ind",2,"2","KEGG"
"PLA2G5",0.707882417,"Ind",1,"1","KEGG"
"PLA2G6",0.340192538,"Ind",2,"2","KEGG"
"PLA2G7",0.745419105,"Ind",3,"3","KEGG"
"PLA2R1",0.608626223,"Ind",1,"1","KEGG"
"PLAAT2",0.856278297,"Ind",3,"3","KEGG"
"PLAT",0.312206683,"Ind",1,"1","KEGG"
"PLAU",0.351450032,"Ind",1,"1","KEGG"
"PLB1",0.74424857,"Ind",3,"3","KEGG"
"PLCB1",0.582937744,"Ind",4,"4+","KEGG"
"PLCB2",0.551355125,"Ind",4,"4+","KEGG"
"PLCB3",0.333790358,"Ind",4,"4+","KEGG"
"PLCB4",0.402761209,"Ind",4,"4+","KEGG"
"PLCD1",0.337521396,"Ind",4,"4+","KEGG"
"PLCD3",0.317512578,"Ind",4,"4+","KEGG"
"PLCD4",0.591351566,"Ind",4,"4+","KEGG"
"PLCE1",0.418710367,"Ind",4,"4+","KEGG"
"PLCG1",0.197421453,"Ind",4,"4+","KEGG"
"PLCG2",0.55957568,"Ind",4,"4+","KEGG"
"PLCH1",0.891002176,"Ind",1,"1","KEGG"
"PLCH2",0.585202138,"Ind",1,"1","KEGG"
"PLCZ1",1,"Ind",4,"4+","KEGG"
"PLD1",0.429925385,"Ind",4,"4+","KEGG"
"PLD2",0.273635198,"Ind",4,"4+","KEGG"
"PLD3",0.27244752,"Ind",4,"4+","KEGG"
"PLD4",0.91226485,"Ind",4,"4+","KEGG"
"PLEKHM2",0.134035771,"Ind",1,"1","KEGG"
"PLIN1",0.699241774,"Ind",2,"2","KEGG"
"PLIN2",0.359243672,"Ind",2,"2","KEGG"
"PLIN4",0.508399845,"Ind",2,"2","KEGG"
"PLIN5",0.456095373,"Ind",2,"2","KEGG"
"PLK1",0.666148209,"Ind",1,"1","KEGG"
"PLK3",0.273039053,"Ind",1,"1","KEGG"
"PLN",0.514262431,"Ind",2,"2","KEGG"
"PLOD1",0.162756305,"Ind",2,"2","KEGG"
"PLOD2",0.350976424,"Ind",2,"2","KEGG"
"PLOD3",0.201561585,"Ind",2,"2","KEGG"
"PLPP1",0.249786845,"Ind",2,"2","KEGG"
"PLPP2",0.489625808,"Ind",2,"2","KEGG"
"PLPP3",0.284242277,"Ind",2,"2","KEGG"
"PLPP4",0.901326319,"Ind",1,"1","KEGG"
"PLPP5",0.309037217,"Ind",1,"1","KEGG"
"PLXNB1",0.249952621,"Ind",1,"1","KEGG"
"PLXNB2",0.151096758,"Ind",1,"1","KEGG"
"PLXNB3",0.540711244,"Ind",1,"1","KEGG"
"PMCH",1,"Ind",1,"1","KEGG"
"PML",0.223984712,"Ind",2,"2","KEGG"
"PNLIP",0.83677383,"Ind",3,"3","KEGG"
"PNLIPRP1",0.992749272,"Ind",3,"3","KEGG"
"PNLIPRP3",0.957596097,"Ind",3,"3","KEGG"
"PNP",0.259850537,"Ind",1,"1","KEGG"
"PNPLA3",0.926300298,"Ind",3,"3","KEGG"
"PNPLA6",0.197652817,"Ind",3,"3","KEGG"
