"","Gen","Tau","TypInt","Num","TypNum","Dts"
"449","FAM169A",0.880267221,"Dir",1,"1","EndAll"
"450","FAM177B",0.934227715,"Dir",1,"1","EndAll"
"451","FAM180B",0.88737073,"Dir",1,"1","EndAll"
"452","FAM184B",0.981357483,"Dir",1,"1","EndAll"
"453","FAM186A",1,"Dir",1,"1","EndAll"
"454","FAM225A",1,"Dir",1,"1","EndAll"
"455","FAM229B",0.612834563,"Dir",1,"1","EndAll"
"456","FAM24A",1,"Dir",1,"1","EndAll"
"457","FAM85B",1,"Dir",1,"1","EndAll"
"458","FANCA",0.835922206,"Dir",1,"1","EndAll"
"459","FAP",0.686319657,"Dir",1,"1","EndAll"
"460","FAT3",0.856854633,"Dir",1,"1","EndAll"
"461","FBXO38",0.159102254,"Dir",1,"1","EndAll"
"462","FBXO38-DT",0.96803792,"Dir",1,"1","EndAll"
"463","FBXO42",0.269238253,"Dir",1,"1","EndAll"
"464","FBXW12",0.996500392,"Dir",1,"1","EndAll"
"465","FCAMR",0.976204463,"Dir",1,"1","EndAll"
"466","FCF1P2",0.20043978,"Dir",1,"1","EndAll"
"467","FCHSD2",0.295499817,"Dir",1,"1","EndAll"
"468","FCN3",0.688238755,"Dir",1,"1","EndAll"
"469","FCRL3",0.948622877,"Dir",1,"1","EndAll"
"470","FDFT1",0.173214907,"Dir",1,"1","EndAll"
"471","FEM1A",0.891757679,"Dir",1,"1","EndAll"
"472","FERMT3",0.523393616,"Dir",1,"1","EndAll"
"473","FETUB",0.958278548,"Dir",1,"1","EndAll"
"474","FGD5",0.386471827,"Dir",1,"1","EndAll"
"475","FGD5-AS1",0.178576642,"Dir",1,"1","EndAll"
"476","FGF12",0.879062779,"Dir",1,"1","EndAll"
"477","FGF23",0.974463534,"Dir",2,"2","EndAll"
"478","FGFR3",0.568554714,"Dir",1,"1","EndAll"
"479","FHIP1A",0.71001869,"Dir",1,"1","EndAll"
"480","FHIP2A",0.210102913,"Dir",2,"2","EndAll"
"481","FHOD1",0.406348439,"Dir",1,"1","EndAll"
"482","FILNC1",1,"Dir",1,"1","EndAll"
"483","FKBP10",0.263033371,"Dir",1,"1","EndAll"
"484","FKBP15",0.22662979,"Dir",1,"1","EndAll"
"485","FKBP2",0.187377457,"Dir",1,"1","EndAll"
"486","FKBP5",0.264861594,"Dir",1,"1","EndAll"
"487","FLAD1",0.138112663,"Dir",1,"1","EndAll"
"488","FLRT1",0.686441099,"Dir",2,"2","EndAll"
"489","FLT1",0.431669096,"Dir",1,"1","EndAll"
"490","FMC1",0.330963874,"Dir",1,"1","EndAll"
"491","FMNL1",0.504578267,"Dir",1,"1","EndAll"
"492","FMNL1-DT",0.584315272,"Dir",1,"1","EndAll"
"493","FNBP4",0.14443798,"Dir",1,"1","EndAll"
"494","FNDC4",0.468494288,"Dir",2,"2","EndAll"
"495","FOLH1",0.873418569,"Dir",1,"1","EndAll"
"496","FOSB",0.538665772,"Dir",1,"1","EndAll"
"497","FOSL2",0.195244188,"Dir",1,"1","EndAll"
"498","FOXA1",0.799867789,"Dir",1,"1","EndAll"
"499","FOXA3",0.865489254,"Dir",1,"1","EndAll"
"500","FOXC1",0.601436969,"Dir",1,"1","EndAll"
"501","FOXCUT",0.928179851,"Dir",1,"1","EndAll"
"502","FOXK1",0.275626515,"Dir",1,"1","EndAll"
"503","FOXP1",0.298849508,"Dir",1,"1","EndAll"
"504","FRMD5",0.857764202,"Dir",1,"1","EndAll"
"505","FRMD8",0.300740123,"Dir",2,"2","EndAll"
"506","FRY",0.424640653,"Dir",1,"1","EndAll"
"507","FSTL4",0.89041275,"Dir",1,"1","EndAll"
"508","FUT11",0.224722922,"Dir",1,"1","EndAll"
"509","GABARAP",0.096794279,"Dir",1,"1","EndAll"
"510","GADD45A",0.283293903,"Dir",1,"1","EndAll"
"511","GAL3ST1",0.793935912,"Dir",1,"1","EndAll"
"512","GALR1",1,"Dir",1,"1","EndAll"
"513","GAPDHP43",0.978439784,"Dir",1,"1","EndAll"
"514","GAS7",0.477427641,"Dir",1,"1","EndAll"
"515","GATA4",0.846783897,"Dir",1,"1","EndAll"
"516","GATA5",0.73458763,"Dir",2,"2","EndAll"
"517","GATAD2A",0.225273049,"Dir",2,"2","EndAll"
"518","GCA",0.55858787,"Dir",1,"1","EndAll"
"519","GCKR",0.905586901,"Dir",2,"2","EndAll"
"520","GDF15",0.514396053,"Dir",1,"1","EndAll"
"521","GEMIN7",0.262771299,"Dir",1,"1","EndAll"
"522","GEMIN7-AS1",0.751857305,"Dir",1,"1","EndAll"
"523","GFAP",0.933615843,"Dir",1,"1","EndAll"
"524","GFM2",0.164481756,"Dir",1,"1","EndAll"
"525","GFOD2",0.312252966,"Dir",1,"1","EndAll"
"526","GGA1",0.352925864,"Dir",1,"1","EndAll"
"527","GHRHR",1,"Dir",1,"1","EndAll"
"528","GIMAP1",0.531906488,"Dir",1,"1","EndAll"
"529","GIMAP2",0.511273138,"Dir",1,"1","EndAll"
"530","GIMAP5",0.352611939,"Dir",1,"1","EndAll"
"531","GIMAP6",0.423980768,"Dir",1,"1","EndAll"
"532","GINS4",0.921391933,"Dir",1,"1","EndAll"
"533","GIPR",0.612859176,"Dir",1,"1","EndAll"
"534","GJC2",0.540993205,"Dir",1,"1","EndAll"
"535","GLIS3",0.57866319,"Dir",1,"1","EndAll"
"536","GLS2",0.846237207,"Dir",1,"1","EndAll"
"537","GLT8D1",0.202515165,"Dir",1,"1","EndAll"
"538","GLUD1P3",0.37140484,"Dir",1,"1","EndAll"
"539","GMDS",0.419064624,"Dir",1,"1","EndAll"
"540","GMIP",0.560970267,"Dir",1,"1","EndAll"
"541","GNB1",0.111662846,"Dir",1,"1","EndAll"
"542","GNG12",0.252556883,"Dir",2,"2","EndAll"
"543","GNL3",0.115180039,"Dir",1,"1","EndAll"
"544","GOLGA6C",1,"Dir",1,"1","EndAll"
"545","GOLGA6D",1,"Dir",1,"1","EndAll"
"546","GOLGA7",0.127323324,"Dir",1,"1","EndAll"
"547","GOLGB1",0.134543142,"Dir",1,"1","EndAll"
"548","GOLM2",0.175869261,"Dir",1,"1","EndAll"
"549","GORAB",0.282031586,"Dir",1,"1","EndAll"
"550","GORAB-AS1",1,"Dir",1,"1","EndAll"
"551","GPAT4-AS1",0.98450675,"Dir",1,"1","EndAll"
"552","GPN1",0.138672386,"Dir",2,"2","EndAll"
"553","GPR137",0.455337885,"Dir",1,"1","EndAll"
"554","GPR22",0.909292824,"Dir",1,"1","EndAll"
"555","GPR3",0.810145723,"Dir",1,"1","EndAll"
"556","GPR89A",0.377384734,"Dir",1,"1","EndAll"
"557","GPRC5A",0.604735102,"Dir",1,"1","EndAll"
"558","GPRIN1",0.910893914,"Dir",1,"1","EndAll"
"559","GPRIN3",0.693927027,"Dir",1,"1","EndAll"
"560","GPSM1",0.349700075,"Dir",1,"1","EndAll"
"561","GRIN2D",0.894669264,"Dir",1,"1","EndAll"
"562","GRIP1",0.695697729,"Dir",2,"2","EndAll"
"563","GRWD1",0.171315703,"Dir",1,"1","EndAll"
"564","GSAP",0.370957306,"Dir",1,"1","EndAll"
"565","GSTM1",0.285306995,"Dir",1,"1","EndAll"
"566","GSTM2",0.374864781,"Dir",1,"1","EndAll"
"567","GSTM3",0.438349909,"Dir",1,"1","EndAll"
"568","GSTM5",0.58817062,"Dir",1,"1","EndAll"
"569","GSTO1",0.13789014,"Dir",1,"1","EndAll"
"570","GSTO2",0.64223227,"Dir",1,"1","EndAll"
"571","GTDC1",0.523354959,"Dir",1,"1","EndAll"
"572","GTF2A1",0.206122097,"Dir",1,"1","EndAll"
"573","GUK1",0.136588833,"Dir",1,"1","EndAll"
"574","GUSBP2",0.770049505,"Dir",5,"4+","EndAll"
"575","GYG1",0.308667177,"Dir",1,"1","EndAll"
"576","GYPA",0.982411664,"Dir",1,"1","EndAll"
"577","GYPB",0.991880584,"Dir",1,"1","EndAll"
"578","H1-2",0.229300491,"Dir",2,"2","EndAll"
"579","H1-3",0.830880066,"Dir",1,"1","EndAll"
"580","H1-4",0.595030102,"Dir",1,"1","EndAll"
"581","H1-5",1,"Dir",6,"4+","EndAll"
"582","H1-6",1,"Dir",3,"3","EndAll"
"583","H2AC1",1,"Dir",1,"1","EndAll"
"584","H2AC11",0.979514843,"Dir",4,"4+","EndAll"
"585","H2AC12",0.971404483,"Dir",4,"4+","EndAll"
"586","H2AC13",0.995967101,"Dir",5,"4+","EndAll"
"587","H2AC16",1,"Dir",6,"4+","EndAll"
"588","H2AC4",1,"Dir",5,"4+","EndAll"
"589","H2AC5P",1,"Dir",5,"4+","EndAll"
"590","H2AC7",0.77651316,"Dir",4,"4+","EndAll"
"591","H2AC9P",0.990712054,"Dir",1,"1","EndAll"
"592","H2AZ1-DT",0.998181261,"Dir",1,"1","EndAll"
"593","H2BC1",1,"Dir",1,"1","EndAll"
"594","H2BC11",0.75619268,"Dir",4,"4+","EndAll"
"595","H2BC12",0.296548112,"Dir",4,"4+","EndAll"
"596","H2BC14",0.972561225,"Dir",5,"4+","EndAll"
"597","H2BC15",0.994278973,"Dir",6,"4+","EndAll"
"598","H2BC17",0.962796483,"Dir",5,"4+","EndAll"
"599","H2BC3",1,"Dir",5,"4+","EndAll"
"600","H2BC5",0.353116086,"Dir",3,"3","EndAll"
"601","H2BC6",0.925427227,"Dir",4,"4+","EndAll"
"602","H2BC7",0.84092793,"Dir",4,"4+","EndAll"
"603","H2BC9",0.799237535,"Dir",1,"1","EndAll"
"604","H3C1",1,"Dir",5,"4+","EndAll"
"605","H3C10",0.748807253,"Dir",5,"4+","EndAll"
"606","H3C4",0.707394408,"Dir",4,"4+","EndAll"
"607","H3C6",0.630967387,"Dir",1,"1","EndAll"
"608","H3P6",0.378132745,"Dir",1,"1","EndAll"
"609","H4C4",0.974622726,"Dir",4,"4+","EndAll"
"610","H4C5",0.731934526,"Dir",4,"4+","EndAll"
"611","H4C8",0.581163458,"Dir",1,"1","EndAll"
"612","H4C9",0.574802301,"Dir",4,"4+","EndAll"
"613","HCG11",0.390704892,"Dir",4,"4+","EndAll"
"614","HDGF",0.117377594,"Dir",1,"1","EndAll"
"615","HDHD2",0.187412178,"Dir",1,"1","EndAll"
"616","HECTD4",0.244325346,"Dir",2,"2","EndAll"
"617","HELB",0.701367974,"Dir",1,"1","EndAll"
"618","HELLS",0.736205924,"Dir",1,"1","EndAll"
"619","HELZ",0.228144628,"Dir",1,"1","EndAll"
"620","HELZ-AS1",0.978619618,"Dir",1,"1","EndAll"
"621","HERC3",0.184120629,"Dir",1,"1","EndAll"
"622","HERC5",0.564550753,"Dir",1,"1","EndAll"
"623","HES5",0.889238632,"Dir",1,"1","EndAll"
"624","HEXB",0.148690224,"Dir",1,"1","EndAll"
"625","HEXIM1",0.133079912,"Dir",1,"1","EndAll"
"626","HEXIM2",0.540525231,"Dir",1,"1","EndAll"
"627","HFE",0.346640956,"Dir",5,"4+","EndAll"
"628","HGFAC",0.937010237,"Dir",1,"1","EndAll"
"629","HHLA2",0.937065549,"Dir",1,"1","EndAll"
"630","HIF3A",0.278420278,"Dir",1,"1","EndAll"
"631","HIPK1",0.204883795,"Dir",1,"1","EndAll"
"632","HIPK1-AS1",1,"Dir",1,"1","EndAll"
"633","HMGN2P3",0.594578419,"Dir",1,"1","EndAll"
"634","HMGN4",0.154827039,"Dir",4,"4+","EndAll"
"635","HNRNPA1P21",1,"Dir",1,"1","EndAll"
"636","HNRNPM",0.106015741,"Dir",1,"1","EndAll"
"637","HOATZ",0.939925094,"Dir",1,"1","EndAll"
"638","HOTTIP",0.898888941,"Dir",1,"1","EndAll"
"639","HOXA13",0.876544167,"Dir",1,"1","EndAll"
"640","HP",0.793195358,"Dir",1,"1","EndAll"
"641","HPD",0.811749387,"Dir",1,"1","EndAll"
"642","HPR",0.851573683,"Dir",1,"1","EndAll"
"643","HPS3",0.236286509,"Dir",1,"1","EndAll"
"644","HPS6",0.220334951,"Dir",1,"1","EndAll"
"645","HRC",0.701962989,"Dir",2,"2","EndAll"
"646","HRCT1",0.565748515,"Dir",1,"1","EndAll"
"647","HRG",0.984605975,"Dir",1,"1","EndAll"
"648","HRH1",0.586706778,"Dir",1,"1","EndAll"
"649","HS3ST4",0.964025704,"Dir",1,"1","EndAll"
"650","HSD17B11",0.230394698,"Dir",1,"1","EndAll"
"651","HSP90B1",0.18877683,"Dir",1,"1","EndAll"
"652","HSPG2",0.319467143,"Dir",2,"2","EndAll"
"653","HTR6",1,"Dir",1,"1","EndAll"
"654","HYDIN2",1,"Dir",1,"1","EndAll"
"655","IBA57",0.571092311,"Dir",1,"1","EndAll"
"656","IBA57-DT",0.88842728,"Dir",1,"1","EndAll"
"657","IBSP",0.968162848,"Dir",1,"1","EndAll"
"658","ICOS",0.916991828,"Dir",1,"1","EndAll"
"659","IER3IP1",0.160891557,"Dir",1,"1","EndAll"
"660","IFIH1",0.317519489,"Dir",1,"1","EndAll"
"661","IFITM1",0.209598196,"Dir",1,"1","EndAll"
"662","IFITM2",0.326352777,"Dir",1,"1","EndAll"
"663","IFITM3",0.134652479,"Dir",1,"1","EndAll"
"664","IFITM5",0.996197995,"Dir",1,"1","EndAll"
"665","IFNA2",1,"Dir",1,"1","EndAll"
"666","IFT172",0.343245274,"Dir",2,"2","EndAll"
"667","IFT57",0.406811139,"Dir",1,"1","EndAll"
"668","IFT80",0.335801612,"Dir",1,"1","EndAll"
"669","IGFL2",0.972922778,"Dir",1,"1","EndAll"
"670","IGFL2-AS1",0.928609651,"Dir",1,"1","EndAll"
"671","IGHMBP2",0.304249736,"Dir",1,"1","EndAll"
"672","IGHV1-14",0.923406816,"Dir",1,"1","EndAll"
"673","IGHV1-17",0.970735857,"Dir",1,"1","EndAll"
"674","IGHV3-11",0.661061208,"Dir",1,"1","EndAll"
"675","IGHV3-13",0.788509927,"Dir",1,"1","EndAll"
"676","IGHV3-15",0.638094403,"Dir",1,"1","EndAll"
"677","IGHV3-16",1,"Dir",1,"1","EndAll"
"678","IGHV3-19",0.91700811,"Dir",1,"1","EndAll"
"679","IGHV3-20",0.743781612,"Dir",1,"1","EndAll"
"680","IGHV3-21",0.611189709,"Dir",1,"1","EndAll"
"681","IGHV3-64D",0.754520531,"Dir",1,"1","EndAll"
"682","IGHV5-10-1",0.70182489,"Dir",1,"1","EndAll"
"683","IGSF11",0.840049166,"Dir",1,"1","EndAll"
"684","IGSF23",0.964611472,"Dir",1,"1","EndAll"
"685","IKZF5",0.219679789,"Dir",1,"1","EndAll"
"686","IL12A-AS1",0.998316288,"Dir",1,"1","EndAll"
"687","IL17RB",0.531095561,"Dir",1,"1","EndAll"
"688","IL27",0.971832774,"Dir",1,"1","EndAll"
"689","IL2RA",0.870672965,"Dir",1,"1","EndAll"
"690","IL31RA",0.99695631,"Dir",2,"2","EndAll"
"691","IL6R-AS1",0.99950534,"Dir",1,"1","EndAll"
"692","IL7R",0.639831429,"Dir",1,"1","EndAll"
"693","ILF2",0.137910525,"Dir",1,"1","EndAll"
"694","ILF3",0.136290937,"Dir",1,"1","EndAll"
"695","ILF3-DT",0.191593861,"Dir",1,"1","EndAll"
"696","ILRUN",0.195551393,"Dir",1,"1","EndAll"
"697","ING3",0.272475116,"Dir",1,"1","EndAll"
"698","INMT",0.513998422,"Dir",1,"1","EndAll"
"699","INO80C",0.48954448,"Dir",1,"1","EndAll"
"700","INSR",0.292989494,"Dir",2,"2","EndAll"
"701","INTS10",0.167312133,"Dir",1,"1","EndAll"
"702","INVS",0.313650804,"Dir",1,"1","EndAll"
"703","IP6K3",0.778034012,"Dir",1,"1","EndAll"
"704","IQCB1",0.221949547,"Dir",1,"1","EndAll"
"705","IQCD",0.891262534,"Dir",2,"2","EndAll"
"706","IQCE",0.443174037,"Dir",1,"1","EndAll"
"707","IQCM",1,"Dir",1,"1","EndAll"
"708","IQGAP1",0.226214926,"Dir",1,"1","EndAll"
"709","IQGAP2",0.477499525,"Dir",1,"1","EndAll"
"710","IRAK3",0.477707563,"Dir",1,"1","EndAll"
"711","IRF1",0.37772906,"Dir",1,"1","EndAll"
"712","IRF2BP1",0.183339959,"Dir",1,"1","EndAll"
"713","IRF4",0.781331576,"Dir",1,"1","EndAll"
"714","IRF7",0.337439785,"Dir",1,"1","EndAll"
"715","ISL2",0.826997869,"Dir",1,"1","EndAll"
"716","IST1",0.101609291,"Dir",1,"1","EndAll"
"717","ITGA5",0.364227174,"Dir",1,"1","EndAll"
"718","ITGB2",0.570131524,"Dir",1,"1","EndAll"
"719","ITGB2-AS1",0.708829305,"Dir",1,"1","EndAll"
"720","ITGB3",0.538746043,"Dir",1,"1","EndAll"
"721","ITIH1",0.994883592,"Dir",1,"1","EndAll"
"722","ITIH3",0.792555538,"Dir",1,"1","EndAll"
"723","ITIH4",0.63152753,"Dir",1,"1","EndAll"
"724","ITIH4-AS1",0.980654906,"Dir",1,"1","EndAll"
"725","ITPKA",0.805655305,"Dir",1,"1","EndAll"
"726","ITPR3",0.332070438,"Dir",3,"3","EndAll"
"727","ITPRIP",0.305030949,"Dir",1,"1","EndAll"
"728","ITPRIP-AS1",0.997027601,"Dir",1,"1","EndAll"
"729","IZUMO2",1,"Dir",1,"1","EndAll"
"730","JAG1",0.361273164,"Dir",1,"1","EndAll"
"731","JAZF1",0.351321107,"Dir",2,"2","EndAll"
"732","JAZF1-AS1",0.924827079,"Dir",2,"2","EndAll"
"733","JMJD1C",0.180120815,"Dir",1,"1","EndAll"
"734","JMJD1C-AS1",0.945827155,"Dir",1,"1","EndAll"
"735","JMJD6",0.165075926,"Dir",1,"1","EndAll"
"736","JMJD7",0.220218468,"Dir",1,"1","EndAll"
"737","JTB",0.116558803,"Dir",1,"1","EndAll"
"738","JUND",0.179409738,"Dir",1,"1","EndAll"
"739","KANK2",0.288567956,"Dir",1,"1","EndAll"
"740","KANSL2",0.161086473,"Dir",1,"1","EndAll"
"741","KAT2B",0.257612886,"Dir",1,"1","EndAll"
"742","KBTBD4",0.258309781,"Dir",1,"1","EndAll"
"743","KCNC4",0.367529313,"Dir",1,"1","EndAll"
"744","KCNH7",0.9821026,"Dir",1,"1","EndAll"
"745","KCNJ11",0.808380402,"Dir",1,"1","EndAll"
"746","KCNJ14",0.69490711,"Dir",1,"1","EndAll"
"747","KCNJ6",0.969229467,"Dir",1,"1","EndAll"
"748","KCNK4",1,"Dir",1,"1","EndAll"
"749","KCNN2",0.846373549,"Dir",1,"1","EndAll"
"750","KCNN3",0.694439284,"Dir",1,"1","EndAll"
"751","KCNQ1",0.643048215,"Dir",2,"2","EndAll"
"752","KCNQ1-AS1",1,"Dir",1,"1","EndAll"
"753","KCNQ1OT1",0.896216948,"Dir",2,"2","EndAll"
"754","KCTD19",1,"Dir",1,"1","EndAll"
"755","KDELR1",0.137083207,"Dir",1,"1","EndAll"
"756","KDM2B",0.247137395,"Dir",3,"3","EndAll"
"757","KDM4B",0.269365752,"Dir",1,"1","EndAll"
"758","KEAP1",0.224781338,"Dir",1,"1","EndAll"
"759","KIAA0408",0.533895176,"Dir",3,"3","EndAll"
"760","KIAA2013",0.128057124,"Dir",1,"1","EndAll"
"761","KIFAP3",0.25479017,"Dir",1,"1","EndAll"
"762","KLB",0.906191848,"Dir",1,"1","EndAll"
"763","KLC3",0.879852939,"Dir",1,"1","EndAll"
"764","KLF3",0.235750951,"Dir",1,"1","EndAll"
"765","KLHL10",0.98294786,"Dir",1,"1","EndAll"
"766","KLRF1",0.884860536,"Dir",1,"1","EndAll"
"767","KLRF2",1,"Dir",1,"1","EndAll"
"768","KLRG2",0.890671546,"Dir",1,"1","EndAll"
"769","KMT5B",0.198320035,"Dir",1,"1","EndAll"
"770","KNTC1",0.558482605,"Dir",2,"2","EndAll"
"771","KREMEN1",0.294539791,"Dir",1,"1","EndAll"
"772","KRI1",0.211714437,"Dir",1,"1","EndAll"
"773","KRIT1",0.149054193,"Dir",1,"1","EndAll"
"774","KRT8P36",0.841497997,"Dir",1,"1","EndAll"
"775","KRTCAP2",0.182161083,"Dir",1,"1","EndAll"
"776","KRTCAP3",0.451950541,"Dir",1,"1","EndAll"
"777","LAMA3",0.489855063,"Dir",1,"1","EndAll"
"778","LAMA4",0.386799467,"Dir",1,"1","EndAll"
"779","LAMTOR5-AS1",1,"Dir",1,"1","EndAll"
"780","LAYN",0.399123271,"Dir",1,"1","EndAll"
"781","LBX1-AS1",0.965716217,"Dir",1,"1","EndAll"
"782","LCA5",0.487638644,"Dir",1,"1","EndAll"
"783","LDLR",0.362742554,"Dir",1,"1","EndAll"
"784","LDLRAD2",0.557250954,"Dir",1,"1","EndAll"
"785","LEMD2",0.129500208,"Dir",3,"3","EndAll"
"786","LEPR",0.511815292,"Dir",1,"1","EndAll"
"787","LEPROT",0.155325615,"Dir",1,"1","EndAll"
"788","LETR1",0.798267649,"Dir",1,"1","EndAll"
"789","LFNG",0.33057899,"Dir",1,"1","EndAll"
"790","LGALS1",0.185725261,"Dir",1,"1","EndAll"
"791","LGALS2",0.830273363,"Dir",1,"1","EndAll"
"792","LGR4",0.238088556,"Dir",1,"1","EndAll"
"793","LHX3",1,"Dir",1,"1","EndAll"
"794","LIF",0.512654357,"Dir",1,"1","EndAll"
"795","LIF-AS2",0.91074066,"Dir",1,"1","EndAll"
"796","LIN7B",0.369100676,"Dir",2,"2","EndAll"
"797","LINC00163",0.959894973,"Dir",1,"1","EndAll"
"798","LINC00165",0.973804861,"Dir",1,"1","EndAll"
"799","LINC00208",1,"Dir",2,"2","EndAll"
"800","LINC00240",0.92081095,"Dir",4,"4+","EndAll"
"801","LINC00299",1,"Dir",1,"1","EndAll"
"802","LINC00336",0.997698379,"Dir",1,"1","EndAll"
"803","LINC00362",1,"Dir",1,"1","EndAll"
"804","LINC00384",1,"Dir",1,"1","EndAll"
"805","LINC00400",1,"Dir",1,"1","EndAll"
"806","LINC00466",1,"Dir",1,"1","EndAll"
"807","LINC00499",0.974659809,"Dir",1,"1","EndAll"
"808","LINC00508",1,"Dir",1,"1","EndAll"
"809","LINC00567",1,"Dir",1,"1","EndAll"
"810","LINC00639",0.960729496,"Dir",1,"1","EndAll"
"811","LINC00663",0.508876096,"Dir",2,"2","EndAll"
"812","LINC01016",0.953742474,"Dir",1,"1","EndAll"
"813","LINC01100",1,"Dir",1,"1","EndAll"
"814","LINC01126",0.62470671,"Dir",1,"1","EndAll"
"815","LINC01142",1,"Dir",1,"1","EndAll"
"816","LINC01150",1,"Dir",1,"1","EndAll"
"817","LINC01215",0.946175167,"Dir",1,"1","EndAll"
"818","LINC01277",1,"Dir",1,"1","EndAll"
"819","LINC01333",1,"Dir",1,"1","EndAll"
"820","LINC01335",1,"Dir",1,"1","EndAll"
"821","LINC01342",0.967370642,"Dir",1,"1","EndAll"
"822","LINC01397",0.999058925,"Dir",1,"1","EndAll"
"823","LINC01424",0.979620735,"Dir",1,"1","EndAll"
"824","LINC01460",1,"Dir",2,"2","EndAll"
"825","LINC01473",0.73958739,"Dir",1,"1","EndAll"
"826","LINC01476",1,"Dir",1,"1","EndAll"
"827","LINC01503",0.512433184,"Dir",1,"1","EndAll"
"828","LINC01525",1,"Dir",1,"1","EndAll"
"829","LINC01547",0.74033382,"Dir",1,"1","EndAll"
"830","LINC01571",0.968578459,"Dir",1,"1","EndAll"
"831","LINC01572",1,"Dir",1,"1","EndAll"
"832","LINC01574",0.973943154,"Dir",1,"1","EndAll"
"833","LINC01585",1,"Dir",1,"1","EndAll"
"834","LINC01621",1,"Dir",1,"1","EndAll"
"835","LINC01649",0.975122688,"Dir",1,"1","EndAll"
"836","LINC01681",1,"Dir",1,"1","EndAll"
"837","LINC01739",1,"Dir",1,"1","EndAll"
"838","LINC01754",0.950944658,"Dir",1,"1","EndAll"
"839","LINC01757",1,"Dir",1,"1","EndAll"
"840","LINC01814",1,"Dir",1,"1","EndAll"
"841","LINC01833",0.988998634,"Dir",1,"1","EndAll"
"842","LINC01882",1,"Dir",1,"1","EndAll"
"843","LINC02055",1,"Dir",1,"1","EndAll"
"844","LINC02056",1,"Dir",1,"1","EndAll"
"845","LINC02092",1,"Dir",1,"1","EndAll"
"846","LINC02166",0.908724552,"Dir",1,"1","EndAll"
"847","LINC02178",0.959896247,"Dir",1,"1","EndAll"
"848","LINC02265",1,"Dir",1,"1","EndAll"
"849","LINC02272",1,"Dir",1,"1","EndAll"
"850","LINC02308",0.914743706,"Dir",1,"1","EndAll"
"851","LINC02356",0.935381321,"Dir",2,"2","EndAll"
"852","LINC02357",1,"Dir",1,"1","EndAll"
"853","LINC02374",1,"Dir",1,"1","EndAll"
"854","LINC02384",0.958605252,"Dir",1,"1","EndAll"
"855","LINC02390",0.967587906,"Dir",1,"1","EndAll"
"856","LINC02399",1,"Dir",1,"1","EndAll"
"857","LINC02428",1,"Dir",2,"2","EndAll"
"858","LINC02435",1,"Dir",1,"1","EndAll"
"859","LINC02470",0.995477794,"Dir",1,"1","EndAll"
"860","LINC02498",1,"Dir",1,"1","EndAll"
"861","LINC02580",0.864536991,"Dir",1,"1","EndAll"
"862","LINC02702",1,"Dir",1,"1","EndAll"
"863","LINC02709",0.981781263,"Dir",2,"2","EndAll"
"864","LINC02723",1,"Dir",1,"1","EndAll"
"865","LINC02724",0.939445049,"Dir",1,"1","EndAll"
"866","LINC02736",1,"Dir",2,"2","EndAll"
"867","LINC02846",0.944182222,"Dir",1,"1","EndAll"
"868","LINC02863",0.986011865,"Dir",1,"1","EndAll"
"869","LINC02871",1,"Dir",1,"1","EndAll"
"870","LINGO1",0.758544442,"Dir",1,"1","EndAll"
"871","LINP1",0.972104223,"Dir",1,"1","EndAll"
"872","LIPH",0.710053235,"Dir",2,"2","EndAll"
"873","LMAN1L",0.854688437,"Dir",1,"1","EndAll"
"874","LMF1",0.267488193,"Dir",1,"1","EndAll"
"875","LPA",1,"Dir",1,"1","EndAll"
"876","LPAR2",0.52756559,"Dir",1,"1","EndAll"
"877","LPL",0.584987433,"Dir",1,"1","EndAll"
"878","LRIG2",0.294969581,"Dir",1,"1","EndAll"
"879","LRIG2-DT",0.941066194,"Dir",1,"1","EndAll"
"880","LRP4",0.599910405,"Dir",1,"1","EndAll"
"881","LRP5",0.245873802,"Dir",1,"1","EndAll"
"882","LRPPRC",0.129578183,"Dir",1,"1","EndAll"
"883","LRRC25",0.722631383,"Dir",1,"1","EndAll"
"884","LRRC36",0.961584058,"Dir",1,"1","EndAll"
"885","LRRFIP2",0.19135161,"Dir",1,"1","EndAll"
"886","LSM11",0.540214479,"Dir",1,"1","EndAll"
"887","LSP1",0.52461676,"Dir",1,"1","EndAll"
"888","LTBP3",0.240479277,"Dir",2,"2","EndAll"
"889","LTK",0.807139482,"Dir",1,"1","EndAll"
"890","LUC7L2",0.159869997,"Dir",1,"1","EndAll"
"891","LYPD4",1,"Dir",1,"1","EndAll"
"892","MACROD1",0.382548514,"Dir",3,"3","EndAll"
"893","MAD1L1",0.385337063,"Dir",1,"1","EndAll"
"894","MADD",0.275046643,"Dir",1,"1","EndAll"
"895","MAGI3",0.415030719,"Dir",1,"1","EndAll"
"896","MALAT1",0.164466221,"Dir",1,"1","EndAll"
"897","MAN2C1",0.142911972,"Dir",1,"1","EndAll"
"898","MANBA",0.22891215,"Dir",1,"1","EndAll"
"899","MAP1B",0.422870001,"Dir",1,"1","EndAll"
"900","MAP3K13",0.270545872,"Dir",2,"2","EndAll"
"901","MAP3K14",0.196202522,"Dir",1,"1","EndAll"
"902","MAP3K14-AS1",0.841338403,"Dir",1,"1","EndAll"
"903","MAP3K4",0.226244649,"Dir",1,"1","EndAll"
"904","MAP3K4-AS1",0.720230827,"Dir",1,"1","EndAll"
"905","MAP3K6",0.23593994,"Dir",1,"1","EndAll"
